_00_30,_01_00,_01_30,_02_00,_02_30,_03_00,_03_30,_04_00,_04_30,_05_00,_05_30,_06_00,_06_30,_07_00,_07_30,_08_00,_08_30,_09_00,_09_30,_10_00,_10_30,_11_00,_11_30,_12_00,_12_30,_13_00,_13_30,_14_00,_14_30,_15_00,_15_30,_16_00,_16_30,_17_00,_17_30,_18_00,_18_30,_19_00,_19_30,_20_00,_20_30,_21_00,_21_30,_22_00,_22_30,_23_00,_23_30,_24_00
0.041834376,0.041239056,0.060672666,0.0215125,0.003595118,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0038,0.0012000000000000001,0.001,0.0012000000000000001,0.0012000000000000001,0.0038,0.0012000000000000001,0.001,0.06820000000000001,0.014199999999999999,0.0012000000000000001,0.0012000000000000001,0.0034000000000000002,0.001,0.0012000000000000001,0.0252,0.0118,0.0012000000000000001,0.0024000000000000002,0.0021999999999999997,0.001,0.0012000000000000001,0.0036,0.0012000000000000001,0.001,0.0012000000000000001,0.0036,0.0012000000000000001,0.0012000000000000001,0.0032,0.0012000000000000001,0.0012000000000000001,0.0224,0.002,0.0012000000000000001,0.0012000000000000001,0.003,0.0018,0.0012000000000000001,0.0012000000000000001
0.17890625999999998,0.20195313599999998,0.19892579999999999,0.1984375,0.02001954,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.12079999999999999,0.0314,0.0,0.02,0.0334,0.02,0.02,0.029400000000000003,0.0,0.0388,0.02,0.0,0.0,0.02,0.055200000000000006,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02
0.17890625999999998,0.20195313599999998,0.19892579999999999,0.1984375,0.02001954,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.12079999999999999,0.0314,0.0,0.02,0.0334,0.02,0.02,0.029400000000000003,0.0,0.0388,0.02,0.0,0.0,0.02,0.055200000000000006,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.0,0.02
0.22148439999999997,0.23828127999999998,0.26171878,0.19921878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.514,0.5388,0.6195999999999999,0.5164,0.5046,0.523,0.5022,0.5964,0.5866,0.5884,0.6446000000000001,0.5856,0.6112,0.7884,1.7672,1.8555999999999997,2.6588000000000003,3.8804000000000003,4.203799999999999,4.2676,5.0682,4.9046,5.6494,6.0468,5.395,5.291199999999999,5.564,4.6798,3.7396000000000003,3.0282,2.4213999999999998,2.6986,2.4858,2.4552,2.1632,1.9254000000000002,1.5412000000000003,1.0938,0.658,0.6522,0.6076,0.6898,0.8098000000000001,0.616,0.5812,0.5942000000000001,0.6216,0.6264000000000001
0.76038126,0.7515875,0.7328374999999999,0.7588187599999999,0.1352,0.1356,0.1356,0.1366,0.1342,0.1344,0.1344,0.1344,0.13479999999999998,0.1346,0.13479999999999998,0.0448,0.0448,0.045200000000000004,0.045200000000000004,0.045,0.0448,0.0446,0.0448,0.0448,0.0448,0.0448,0.0448,0.045,0.0448,0.0448,0.0448,0.045,0.0448,0.0648,0.11080000000000001,0.1324,0.1336,0.1344,0.1356,0.1352,0.13540000000000002,0.135,0.1352,0.1346,0.1346,0.1358,0.13479999999999998,0.1342
0.041834376,0.041239056,0.060672666,0.0215125,0.003595118,0.0012000000000000001,0.0012000000000000001,0.0012000000000000001,0.0038,0.0012000000000000001,0.001,0.0012000000000000001,0.0012000000000000001,0.0038,0.0012000000000000001,0.001,0.06820000000000001,0.014199999999999999,0.0012000000000000001,0.0012000000000000001,0.0034000000000000002,0.001,0.0012000000000000001,0.0252,0.0118,0.0012000000000000001,0.0024000000000000002,0.0021999999999999997,0.001,0.0012000000000000001,0.0036,0.0012000000000000001,0.001,0.0012000000000000001,0.0036,0.0012000000000000001,0.0012000000000000001,0.0032,0.0012000000000000001,0.0012000000000000001,0.0224,0.002,0.0012000000000000001,0.0012000000000000001,0.003,0.0018,0.0012000000000000001,0.0012000000000000001
0.12318126,0.12181876,0.14271251000000001,0.1278,0.14364375,0.1024,0.1426,0.10600000000000001,0.1456,0.1028,0.1426,0.125,0.1466,0.44659999999999994,0.6852,0.6125999999999999,0.6026,0.6762,0.5426000000000001,0.49060000000000004,0.475,0.4734,0.46579999999999994,0.541,0.5232,0.3012,0.32280000000000003,0.385,0.354,0.5671999999999999,0.5645999999999999,1.4136,1.8872,1.9276,0.6235999999999999,0.32439999999999997,0.14340000000000003,0.1372,0.1652,0.305,0.145,0.1474,0.1494,0.1454,0.1258,0.1454,0.1518,0.14720000000000003
0.13670487555555555,0.12931164444444443,0.14499480888888888,0.12454167777777779,0.13453125555555556,0.138,0.13466666666666668,0.12333333333333335,0.14500000000000002,0.127,0.13277777777777777,0.13577777777777778,0.1508888888888889,0.25577777777777777,0.283,0.1981111111111111,0.18255555555555555,0.20555555555555555,0.2616666666666667,0.5557777777777778,0.5335555555555556,0.5733333333333334,0.757888888888889,0.8794444444444445,0.8847777777777778,0.8253333333333335,0.7103333333333333,0.5760000000000001,0.5387777777777778,0.5075555555555556,0.33111111111111113,0.25555555555555554,0.22788888888888892,0.20622222222222222,0.13333333333333333,0.18322222222222223,0.20777777777777778,0.24633333333333335,0.24233333333333335,0.186,0.16933333333333334,0.14600000000000002,0.136,0.14655555555555555,0.15022222222222223,0.1565555555555556,0.14688888888888887,0.15766666666666668
0.22148439999999997,0.23828127999999998,0.26171878,0.19921878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
